LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
52,-,1117990980,2005.06.05,R34-M0-ND-C:J03-U01,2005-06-05-10.03.00.195528,R34-M0-ND-C:J03-U01,RAS,KERNEL,INFO,generating core.851,E67,generating core.<*>,generating core.{core_id},76,10,generating core.{number},77,8,generating core.{number},76,8,generating core.{core_id},77,10,generating core.{core_id},74,10,generating core.{core_id},74,10,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
53,-,1117991006,2005.06.05,R32-M0-N9-C:J17-U01,2005-06-05-10.03.26.884113,R32-M0-N9-C:J17-U01,RAS,KERNEL,INFO,generating core.1744,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{core_id},75,10,generating core.{core_id},75,10,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
54,-,1117991046,2005.06.05,R30-M0-N0-C:J17-U01,2005-06-05-10.04.06.326828,R30-M0-N0-C:J17-U01,RAS,KERNEL,INFO,generating core.1588,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{placeholder},78,8,generating core.{core_id},75,10,core.1588,75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
55,-,1117992519,2005.06.05,R37-M1-N3-C:J05-U11,2005-06-05-10.28.39.717587,R37-M1-N3-C:J05-U11,RAS,KERNEL,INFO,generating core.5307,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,core dump,77,3,generating core.{pid}' where pid is a placeholder for the process id.,78,18,generating core.{core_id},75,10,core.{index},75,6,generating core.<*>,generating core.<*>,core dump,generating core.<*>' where pid is a placeholder for the process id.,generating core.<*>,core.<*>
56,-,1117992553,2005.06.05,R30-M1-NB-C:J17-U11,2005-06-05-10.29.13.196439,R30-M1-NB-C:J17-U11,RAS,KERNEL,INFO,generating core.7192,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number}' where number is 7192.,78,17,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{pid},75,8,core.{id},75,6,generating core.<*>,generating core.<*>' where number is <*>.,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
57,-,1118070512,2005.06.06,R01-M1-NB-C:J03-U11,2005-06-06-08.08.32.984716,R01-M1-NB-C:J03-U11,RAS,KERNEL,INFO,"CE sym 20, at 0x01228120, mask 0x10",E18,"CE sym <*>, at <*>, mask <*>","CE sym {sym}, at 0x{addr}, mask 0x{mask}",94,20,"CE sym 20, at 0x01228120, mask 0x10",95,26,"CE sym 20, at 0x01228120, mask 0x10",94,26,"CE sym {sym}, at 0x{addr}, mask 0x{mask}",95,20,"CE sym %d, at 0x%x, mask 0x%x",92,20,"{mask} CE sym {sym}, at {addr}, mask {mask}",92,19,"CE sym <*>, at <*>, mask <*>","CE sym <*>, at 0x01228120, mask 0x10","CE sym <*>, at 0x01228120, mask 0x10","CE sym <*>, at <*>, mask <*>","CE sym %d, at 0x%x, mask 0x%x","<*> CE sym <*>, at <*>, mask <*>"
58,-,1118070518,2005.06.06,R01-M1-ND-C:J15-U11,2005-06-06-08.08.38.414458,R01-M1-ND-C:J15-U11,RAS,KERNEL,INFO,"CE sym 5, at 0x11042a80, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>","CE sym {ce_sym}, at {address}, mask {mask}",93,16,"CE sym 5, at 0x11042a80, mask 0x04",94,25,"CE sym 5, at 0x11042a80, mask 0x04",93,25,"CE sym {sym}, at 0x{addr}, mask 0x{mask}",94,20,"CE sym {address}, at {address}, mask {mask}",91,16,"CE sym 5, at 0x11042a80, mask 0x04",91,26,"CE sym <*>, at <*>, mask <*>","CE sym <*>, at 0x11042a80, mask 0x04","CE sym <*>, at 0x11042a80, mask 0x04","CE sym <*>, at <*>, mask <*>","CE sym <*>, at <*>, mask <*>","CE sym <*>, at 0x11042a80, mask 0x04"
59,-,1118079221,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.33.41.093251,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
60,-,1118079403,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.36.43.705821,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
61,-,1118080420,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.53.40.701796,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
62,-,1118080480,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.54.40.382678,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
63,-,1118080909,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.01.49.223879,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
64,-,1118081048,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.04.08.452393,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
65,-,1118081391,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.09.51.751862,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
66,-,1118081467,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.11.07.787886,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected,instruction cache parity error corrected,76,8,Instruction Cache Parity Error Corrected,77,9,instruction cache parity error corrected,76,8,instruction cache parity error corrected,77,8,{core} instruction cache parity error corrected on core {core},73,14,instruction cache parity error corrected,73,8,instruction cache parity error corrected,Instruction Cache Parity Error Corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> instruction cache parity error corrected on core <*>,instruction cache parity error corrected
67,-,1118112603,2005.06.06,R22-M0-N0-C:J08-U11,2005-06-06-19.50.03.669394,R22-M0-N0-C:J08-U11,RAS,KERNEL,INFO,generating core.430,E67,generating core.<*>,generating core.{core_id},76,10,generating core.{number},77,8,generating core.430,76,8,generating core.{core_id},77,10,generating core.{core_id},74,10,core.430,74,7,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
68,-,1118112604,2005.06.06,R22-M0-N4-C:J08-U11,2005-06-06-19.50.04.552706,R22-M0-N4-C:J08-U11,RAS,KERNEL,INFO,generating core.174,E67,generating core.<*>,generating core.{core_id},76,10,generating core.{number},77,8,core.174,76,6,generating core.{core_id},77,10,generating core.{coreid},74,9,generating core.{core_id},74,10,generating core.<*>,generating core.<*>,core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
69,-,1118112700,2005.06.06,R23-M0-N0-I:J18-U01,2005-06-06-19.51.40.376079,R23-M0-N0-I:J18-U01,RAS,KERNEL,INFO,ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,E19,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,ciod: cpu {cpu_id} at treeaddr {treeaddr} sent unrecognized message {message},92,25,ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,93,24,ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,92,24,ciod: cpu <cpu> at treeaddr <treeaddr> sent unrecognized message <message>,93,23,ciod: cpu <cpu_id> at treeaddr <treeaddr> sent unrecognized message <message>,89,25,ciod: cpu 0 at treeaddr <address> sent unrecognized message <message_type>,89,23,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,ciod: cpu <*> at treeaddr <*> sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message 0xffffffff,ciod: cpu <cpu> at treeaddr <treeaddr> sent unrecognized message <message>,ciod: cpu <cpu_id> at treeaddr <treeaddr> sent unrecognized message <message>,ciod: cpu <*> at treeaddr <address> sent unrecognized message <message_type>
70,-,1118114656,2005.06.06,R24-M1-N9-C:J15-U01,2005-06-06-20.24.16.345770,R24-M1-N9-C:J15-U01,RAS,KERNEL,INFO,generating core.976,E67,generating core.<*>,generating core.{core_id},76,10,generating core.{number},77,8,generating core.{number},76,8,generating core.{placeholder1},77,9,generating core.{core_id},74,10,core.976,74,7,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
71,-,1118122888,2005.06.06,R25-M1-N8-C:J06-U01,2005-06-06-22.41.28.143013,R25-M1-N8-C:J06-U01,RAS,KERNEL,INFO,generating core.1990,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{year},78,8,generating core.1990,77,9,generating core.{core_id}' where core_id is an integer.,78,18,generating core.{core_id},75,10,generating core.{time},75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>' where core_id is an integer.,generating core.<*>,generating core.<*>
72,-,1118149549,2005.06.07,R20-M0-N2-C:J09-U01,2005-06-07-06.05.49.961844,R20-M0-N2-C:J09-U01,RAS,KERNEL,INFO,generating core.3638,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,core dumped,77,4,generating core.{core_id},78,10,generating core.{core_id},75,10,generating core.{core_id},75,10,generating core.<*>,generating core.<*>,core dumped,generating core.<*>,generating core.<*>,generating core.<*>
73,-,1118149569,2005.06.07,R21-M0-NB-C:J06-U01,2005-06-07-06.06.09.288228,R21-M0-NB-C:J06-U01,RAS,KERNEL,INFO,generating core.2690,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{pid},75,8,core.2690,75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
74,-,1118149570,2005.06.07,R24-M0-NA-C:J15-U11,2005-06-07-06.06.10.391269,R24-M0-NA-C:J15-U11,RAS,KERNEL,INFO,generating core.3804,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number}' where {number} is replaced by 3804.,78,21,generating core.3804,77,9,generating core.{core_id}' where {core_id} is any integer between 1 and 65536 inclusive.,78,32,generating core.{core_id},75,10,core.{core_id},75,8,generating core.<*>,generating core.<*>' where <*> is replaced by <*>.,generating core.<*>,generating core.<*>' where <*> is any integer between <*> and <*> inclusive.,generating core.<*>,core.<*>
75,-,1118149783,2005.06.07,R20-M1-N5-C:J06-U01,2005-06-07-06.09.43.355329,R20-M1-N5-C:J06-U01,RAS,KERNEL,INFO,generating core.418,E67,generating core.<*>,generating core.{core_id},76,10,generating core.{number},77,8,generating core.418,76,8,generating core.{core_id},77,10,generating core.{core_id},74,10,generating core.{number},74,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
76,-,1118149821,2005.06.07,R20-M1-N4-C:J09-U01,2005-06-07-06.10.21.214757,R20-M1-N4-C:J09-U01,RAS,KERNEL,INFO,generating core.310,E67,generating core.<*>,generating core.{core_id},76,10,generating core.{core_number},77,10,generating core.{placeholders},76,10,generating core.{core_id}' where {core_id} can be any number from 0 to 999.,77,29,generating core.{core_id},74,10,core.310,74,7,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>' where <*> can be any number from <*> to <*>.,generating core.<*>,core.<*>
77,-,1118172013,2005.06.07,R35-M0-N7-C:J10-U11,2005-06-07-12.20.13.966416,R35-M0-N7-C:J10-U11,RAS,KERNEL,INFO,generating core.2409,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{core_id},75,10,generating core.2409,75,10,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
78,-,1118172017,2005.06.07,R35-M1-NE-C:J09-U01,2005-06-07-12.20.17.344136,R35-M1-NE-C:J09-U01,RAS,KERNEL,INFO,generating core.4182,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{pid},75,8,core.4182,75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
79,-,1118172099,2005.06.07,R32-M1-N9-C:J11-U11,2005-06-07-12.21.39.208896,R32-M1-N9-C:J11-U11,RAS,KERNEL,INFO,generating core.8153,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id}' where core_id is a placeholder for the dynamic variable.,78,22,generating core.{core_id},75,10,generating core.{core_id},75,10,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>' where core_id is a placeholder for the dynamic variable.,generating core.<*>,generating core.<*>
