LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
29,2015-10-18,"18:01:51,713",INFO,main,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,E110,Using callQueue class java.util.concurrent.LinkedBlockingQueue,Using callQueue class {class},109,8,Using callQueue class {class},111,8,Using callQueue class {java.util.concurrent.LinkedBlockingQueue}.,110,18,Using callQueue class <class>,111,8,Using callQueue class {class},107,8,Using <class>:<name>,107,8,Using callQueue class <*>,Using callQueue class <*>,Using callQueue class <*>.,Using callQueue class <class>,Using callQueue class <*>,Using <class>:<name>
30,2015-10-18,"18:01:51,775",INFO,Socket Reader #1 for port 62260,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62260,E98,Starting Socket Reader #<*> for port <*>,Starting Socket Reader #{id} for port {port},111,15,Starting Socket Reader #1 for port <port>,111,13,Starting Socket Reader #<number> for port <port>,110,15,Starting Socket Reader #{reader_num} for port <port>{port},111,18,Starting Socket Reader #{socket_reader_id} for port {port},108,19,Starting Socket Reader #{number} for port {port},108,15,Starting Socket Reader #<*> for port <*>,Starting Socket Reader #<*> for port <port>,Starting Socket Reader #<number> for port <port>,Starting Socket Reader #<*> for port <*>,Starting Socket Reader #<*> for port <*>,Starting Socket Reader #<*> for port <*>
31,2015-10-18,"18:01:51,791",INFO,main,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,E9,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,Adding protocol {protocol} to the server,119,10,Adding protocol <protocol> to the server,121,10,Adding protocol {protocol} to the server,120,10,Adding protocol <protocol> to the server,121,10,Adding protocol {protocol} to the server,117,11,Adding protocol <protocol>:<server>,117,10,Adding protocol <*> to the server,Adding protocol <protocol> to the server,Adding protocol <*> to the server,Adding protocol <protocol> to the server,Adding protocol <*> to the server,Adding protocol <protocol>:<server>
32,2015-10-18,"18:01:51,791",INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>,Instantiated MRClientService at {host}/{ip}:{port},140,17,Instantiated MRClientService at <IP>:<port>,142,14,Instantiated MRClientService at {hostname}:{port},141,14,Instantiated MRClientService at <hostname>{hostname}/{ip}:{port},142,19,Instantiated MRClientService at <ip>:<port>,137,14,Instantiated MRClientService at <host>:<port>,137,14,Instantiated MRClientService at <*>/<*>,Instantiated MRClientService at <IP>:<port>,Instantiated MRClientService at <*>,Instantiated MRClientService at <hostname><*>/<*>,Instantiated MRClientService at <ip>:<port>,Instantiated MRClientService at <host>:<port>
33,2015-10-18,"18:01:51,806",INFO,IPC Server Responder,org.apache.hadoop.ipc.Server,IPC Server Responder: starting,E51,IPC Server Responder: starting,IPC Server Responder: starting,103,9,IPC Server Responder: started,103,8,IPC Server Responder: starting,102,8,IPC Server Responder: starting,103,8,IPC Server Responder: starting,101,10,IPC Server Responder: {start},101,11,IPC Server Responder: starting,IPC Server Responder: started,IPC Server Responder: starting,IPC Server Responder: starting,IPC Server Responder: starting,IPC Server Responder: <*>
34,2015-10-18,"18:01:51,806",INFO,IPC Server listener on 62260,org.apache.hadoop.ipc.Server,IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,IPC Server listener on {port}: starting,108,10,IPC Server listener on <port>: starting,109,10,IPC Server listener on <port>: starting,108,10,IPC Server listener on <port>: starting,109,10,IPC Server listener on <port>: starting,106,11,IPC Server listener on <port>: starting,106,11,IPC Server listener on <*>: starting,IPC Server listener on <port>: starting,IPC Server listener on <port>: starting,IPC Server listener on <port>: starting,IPC Server listener on <port>: starting,IPC Server listener on <port>: starting
35,2015-10-18,"18:01:51,885",INFO,main,org.mortbay.log,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,E64,Logging to <*>(org.mortbay.log) via <*>,"Logging to org.slf4j.impl.Log4jLoggerAdapter({org}, via {log})",137,25,"Logging to org.slf4j.impl.Log4jLoggerAdapter({logger}), via org.mortbay.log.Slf4jLog",134,34,Logging to {logger} via {adapter},133,11,Logging to <logger>{logger} via <adapter>{adapter},134,15,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,131,40,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,131,40,"Logging to org.slf4j.impl.Log4jLoggerAdapter(<*>, via <*>)","Logging to org.slf4j.impl.Log4jLoggerAdapter(<*>), via org.mortbay.log.Slf4jLog",Logging to <*> via <*>,Logging to <*> via <*>,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
36,2015-10-18,"18:01:51,900",INFO,main,org.apache.hadoop.http.HttpRequestLog,Http request log for http.requests.mapreduce is not defined,E47,Http request log for http.requests.mapreduce is not defined,Http request log for http.requests.{mapreduce} is not defined,108,16,Http request log for <http.request> is not defined,109,13,Http request log for {log_type}.{requests}.{mapreduce} is not defined,108,20,Http request log for <name> is not defined,109,11,Http request log for {http_request} is not defined,106,14,Http request log for <http.request_name>: <http.method> <url> <status code> <latency> ms,106,30,Http request log for http.requests.<*> is not defined,Http request log for <http.request> is not defined,Http request log for <*> is not defined,Http request log for <name> is not defined,Http request log for <*> is not defined,Http request log for <http.request_name>: <http.method> <url> <status code> <latency> ms
37,2015-10-18,"18:01:51,916",INFO,main,org.apache.hadoop.http.HttpServer2,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),Added global filter '{filter}' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),122,27,Added global filter %s (class=%s),124,12,Added global filter 'safety' (class={class}),123,15,Added global filter '<filter_name>'(class=<class>),124,16,Added global filter '{filter}' (class={class}),119,14,Added global filter '{filterName}' (class={class}),119,15,Added global filter '<*>' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),Added global filter %s (class=%s),Added global filter 'safety' (class=<*>),Added global filter '<filter_name>'(class=<class>),Added global filter '<*>' (class=<*>),Added global filter '<*>' (class=<*>)
38,2015-10-18,"18:01:51,916",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,E3,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,Added filter {filter} ({class}) to context {context},131,14,"Added filter <name> (class=<class>, method=<method>) to context mapreduce",136,22,Added filter {filter_name} (class={class_name}) to context {context_name},135,23,Added filter <filter> (class=<class>) to context <context>,136,18,Added filter {filter} (class={class}) to context {context},130,16,Added filter <filter-name> (class=<filter-class>) to context <context-type>,130,22,Added filter <*> (<*>) to context <*>,"Added filter <name> (class=<class>, method=<method>) to context mapreduce",Added filter <*> (class=<*>) to context <*>,Added filter <filter> (class=<class>) to context <context>,Added filter <*> (class=<*>) to context <*>,Added filter <filter-name> (class=<filter-class>) to context <context-type>
39,2015-10-18,"18:01:51,916",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,E4,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,Added filter {filter} ({class}) to context static,130,12,"Added filter <filter_name>(class=<class>, ...).",135,16,Added filter {class} (context={context}) to static,134,14,Added filter <name>(class=<class>) to context <context>,135,17,Added filter {filter} (class={class}) to context {context},129,16,Added filter <class> (<class>),129,10,Added filter <*> (<*>) to context static,"Added filter <filter_name>(class=<class>, ...).",Added filter <*> (context=<*>) to static,Added filter <name>(class=<class>) to context <context>,Added filter <*> (class=<*>) to context <*>,Added filter <class> (<class>)
40,2015-10-18,"18:01:51,947",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /mapreduce/*,E8,adding path spec: <*>,adding path spec: /{path},103,9,adding path spec: <pathspec>,104,9,adding path spec: {path},103,8,adding path spec: <path>,104,8,adding path spec: {path},101,8,adding path spec: {path},101,8,adding path spec: <*>,adding path spec: <pathspec>,adding path spec: <*>,adding path spec: <path>,adding path spec: <*>,adding path spec: <*>
41,2015-10-18,"18:01:51,947",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /ws/*,E8,adding path spec: <*>,adding path spec: /{path}/*,102,10,adding path spec: /{path}/*,103,10,adding path spec: {path},102,8,adding path spec: <path>{*},103,9,adding path spec: /ws/{path},100,10,adding path spec: <path>:<pattern>,100,11,adding path spec: <*>,adding path spec: <*>,adding path spec: <*>,adding path spec: <path>{*},adding path spec: <*>,adding path spec: <path>:<pattern>
42,2015-10-18,"18:01:51,963",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,E52,Jetty bound to port <*>,Jetty bound to port {port},107,10,Jetty bound to port <port>,108,10,Jetty bound to port {port},107,10,Jetty bound to port <port:{port},108,12,Jetty bound to port {port},104,9,"Jetty bound to port <port>.'

If you have any questions about this exercise, please post them on [StackOverflow](https://stackoverflow.com/questions/tagged/cloud-foundry) using tag `cf-java`.

## Requirements

* Java 8+
* Maven 3.x
* JUnit 4.x

## Running tests

### Unit Tests

To run unit tests for this project:

1. Run `mvn clean install`.
2. Open a terminal window in the root directory of the project and run `mvn test`.

### Integration Tests

To run integration tests for this project:

1. Create an environment variable named `CF_API_URL` and set it to the URL of your Cloud Foundry instance. For example:
   ```bash
   export CF_API_URL=https://api.<your-org>.mybluemix.net
   ```
2. Run `mvn clean install`.
3. Open a terminal window in the root directory of the project and run `mvn verify -Pintegration-tests`.
",104,256,Jetty bound to port <*>,Jetty bound to port <port>,Jetty bound to port <*>,Jetty bound to port <port:<*>,Jetty bound to port <*>,"Jetty bound to port <port>.' If you have any questions about this exercise, please post them on [StackOverflow](https://stackoverflow.com/questions/tagged/cloud-foundry) using tag cf-java. ## Requirements * Java <*>+ * Maven <*>.x * JUnit <*>.x ## Running tests ### Unit Tests To run unit tests for this project: <*>. Run mvn clean install. <*>. Open a terminal window in the <*> directory of the project and run mvn test. ### Integration Tests To run integration tests for this project: <*>. Create an environment variable named CF_API_URL and set it to the URL of your Cloud Foundry instance. For example: bash export CF_API_URL=https://api.<your-org>.mybluemix.net  <*>. Run mvn clean install. <*>. Open a terminal window in the <*> directory of the project and run mvn verify -Pintegration-tests."
43,2015-10-18,"18:01:51,963",INFO,main,org.mortbay.log,jetty-6.1.26,E53,jetty-<*>,jetty-{version},104,7,jetty-{version},105,7,jetty-{version},104,7,jetty-{version},105,7,jetty-{version},102,6,jetty-{version},102,6,jetty-<*>,jetty-<*>,jetty-<*>,jetty-<*>,jetty-<*>,jetty-<*>
44,2015-10-18,"18:01:52,088",INFO,main,org.mortbay.log,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,E43,Extract jar:file:<*> to <*>,Extract jar:file:{jar} to {path},194,12,Extract jar:file://{path}/{name} to {destination}.,192,17,"Extract jar:file:{file}, to {path}",191,13,Extract jar:file:<path1> to <path2>,192,16,Extract jar:file://{path} to {dest},190,14,Extract jar:file:<URL>{JAR_FILE}!/{PATH_TO_WEBAPP},190,24,Extract jar:file:<*> to <*>,Extract jar:file://<*>/<*> to <*>.,"Extract jar:file:<*>, to <*>",Extract jar:file:<path1> to <path2>,Extract jar:file://<*> to <*>,Extract jar:file:<*>!<*>
45,2015-10-18,"18:01:52,728",INFO,main,org.mortbay.log,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267,E97,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:{port},122,25,Started HttpServer2$SelectChannelConnectorWithSafeStartup@{address}:{port},125,23,Started {connector}.,124,7,Started <serverName>$<connectorName>@<ip>:<port>,125,20,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:{port},121,27,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<host>:<port>,121,22,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>,Started <*>.,Started <serverName>$<connectorName>@<ip>:<port>,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<host>:<port>
46,2015-10-18,"18:01:52,728",INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Web app /mapreduce started at 62267,E113,Web app <*> started at <*>,Web app /mapreduce started at {time},108,11,Web app /mapreduce started at {timestamp},109,11,Web app /mapreduce started at {start_time},108,13,Web app /{appName} started at <port>{port},109,15,Web app /{app} started at {port},106,12,Web app /mapreduce started at <host>:<port>,106,14,Web app <*> started at <*>,Web app <*> started at <*>,Web app <*> started at <*>,Web app <*> started at <*>,Web app <*> started at <*>,Web app <*> started at <host>:<port>
