LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
55,03-17,16:13:40.319,1702,17630,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}, userId={int}",178,69,"ready:{bool},policy:{int},wakefulness:{int},wksummary:{hex},uasummary:{hex},bootcompleted:{bool},boostinprogress:{bool},waitmodeenable:{bool},mode:{bool},manual:{int},auto:{int},adj:{float},userId:{int}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={number}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}",173,72,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready:<*>,policy:<*>,wakefulness:<*>,wksummary:<*>,uasummary:<*>,bootcompleted:<*>,boostinprogress:<*>,waitmodeenable:<*>,mode:<*>,manual:<*>,auto:<*>,adj:<*>,userId:<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>"
56,03-17,16:13:40.322,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,shouldBlockLocation running ...,106,6,shouldBlockLocation running at {location}.,111,9,shouldBlockLocation {bool} {string},110,10,shouldBlockLocation running ...,111,6,shouldBlockLocation running ...,111,10,shouldBlockLocation running ...,111,10,shouldBlockLocation running ...,shouldBlockLocation running at <*>.,shouldBlockLocation <*> <*>,shouldBlockLocation running ...,shouldBlockLocation running ...,shouldBlockLocation running ...
57,03-17,16:13:40.322,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>,shouldBlockLocation  ret:{bool},108,9,shouldBlockLocation  ret:{bool}.,113,9,shouldBlockLocation {bool} ret:{bool},112,11,shouldBlockLocation  ret:{bool},113,9,shouldBlockLocation ret:{bool},110,9,shouldBlockLocation {bool},110,7,shouldBlockLocation ret:<*>,shouldBlockLocation ret:<*>.,shouldBlockLocation <*> ret:<*>,shouldBlockLocation ret:<*>,shouldBlockLocation ret:<*>,shouldBlockLocation <*>
58,03-17,16:13:40.324,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}, userId={int}",178,69,"ready:{bool},policy:{int},wakefulness:{int},wksummary:{hex},uasummary:{hex},bootcompleted:{bool},boostinprogress:{bool},waitmodeenable:{bool},mode:{bool},manual:{int},auto:{int},adj:{float},userId:{int}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={number}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}",173,72,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready:<*>,policy:<*>,wakefulness:<*>,wksummary:<*>,uasummary:<*>,bootcompleted:<*>,boostinprogress:<*>,waitmodeenable:<*>,mode:<*>,manual:<*>,auto:<*>,adj:<*>,userId:<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>"
59,03-17,16:13:40.332,1702,27357,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}, userId={int}",178,69,"ready:{bool},policy:{int},wakefulness:{int},wksummary:{hex},uasummary:{hex},bootcompleted:{bool},boostinprogress:{bool},waitmodeenable:{bool},mode:{bool},manual:{int},auto:{int},adj:{float},userId:{int}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={number}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}",173,72,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready:<*>,policy:<*>,wakefulness:<*>,wksummary:<*>,uasummary:<*>,bootcompleted:<*>,boostinprogress:<*>,waitmodeenable:<*>,mode:<*>,manual:<*>,auto:<*>,adj:<*>,userId:<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>"
60,03-17,16:13:40.334,1702,27357,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}, userId={int}",178,69,"ready:{bool},policy:{int},wakefulness:{int},wksummary:{hex},uasummary:{hex},bootcompleted:{bool},boostinprogress:{bool},waitmodeenable:{bool},mode:{bool},manual:{int},auto:{int},adj:{float},userId:{int}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={number}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}",173,72,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready:<*>,policy:<*>,wakefulness:<*>,wksummary:<*>,uasummary:<*>,bootcompleted:<*>,boostinprogress:<*>,waitmodeenable:<*>,mode:<*>,manual:<*>,auto:<*>,adj:<*>,userId:<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>"
61,03-17,16:13:40.343,1702,3697,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}, userId={int}",178,69,"ready:{bool},policy:{int},wakefulness:{int},wksummary:{hex},uasummary:{hex},bootcompleted:{bool},boostinprogress:{bool},waitmodeenable:{bool},mode:{bool},manual:{int},auto:{int},adj:{float},userId:{int}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={number}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}",173,72,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready:<*>,policy:<*>,wakefulness:<*>,wksummary:<*>,uasummary:<*>,bootcompleted:<*>,boostinprogress:<*>,waitmodeenable:<*>,mode:<*>,manual:<*>,auto:<*>,adj:<*>,userId:<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>"
62,03-17,16:13:40.345,1702,14638,D,PowerManagerService,"release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock={number}, flg={number}, tag={string}, name={string}, ws={string}, uid={number}, pid={number}",158,33,"release:lock={int}, flg={int}, tag=""{string}"", name=""{string}"", ws={string}, uid={int}, pid={int}",164,33,"release:lock={int}, flg={int}, tag={string}, name={string}, ws={string}, uid={int}, pid={int}",163,33,"release:lock={number}, flg={number}, tag=""{string}"", name=""{string}"", ws={string}, uid={number}, pid={number}",164,33,"release:lock={int}, flg={hex}, tag=""{string}"", name=""{string}"", ws={object}, uid={int}, pid={int}",164,44,"release:lock={int}, flg={int}, tag=""{string}"", name=""{string}"", ws={object}, uid={int}, pid={int}",164,44,"release:lock=<*>, flg=<*>, tag=<*>, name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=<*>, name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>"
63,03-17,16:13:40.345,1702,14638,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}, userId={int}",178,69,"ready:{bool},policy:{int},wakefulness:{int},wksummary:{hex},uasummary:{hex},bootcompleted:{bool},boostinprogress:{bool},waitmodeenable:{bool},mode:{bool},manual:{int},auto:{int},adj:{float},userId:{int}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={number}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float}",173,72,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready:<*>,policy:<*>,wakefulness:<*>,wksummary:<*>,uasummary:<*>,bootcompleted:<*>,boostinprogress:<*>,waitmodeenable:<*>,mode:<*>,manual:<*>,auto:<*>,adj:<*>,userId:<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>"
64,03-17,16:13:40.346,2626,2642,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,shouldBlockLocation running ...,106,6,shouldBlockLocation running at {location}.,111,9,shouldBlockLocation {bool} {string},110,10,shouldBlockLocation running ...,111,6,shouldBlockLocation running ...,111,10,shouldBlockLocation running ...,111,10,shouldBlockLocation running ...,shouldBlockLocation running at <*>.,shouldBlockLocation <*> <*>,shouldBlockLocation running ...,shouldBlockLocation running ...,shouldBlockLocation running ...
65,03-17,16:13:40.346,2626,2642,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>,shouldBlockLocation  ret:{bool},108,9,shouldBlockLocation  ret:{bool}.,113,9,shouldBlockLocation {bool} ret:{bool},112,11,shouldBlockLocation  ret:{bool},113,9,shouldBlockLocation ret:{bool},110,9,shouldBlockLocation {bool},110,7,shouldBlockLocation ret:<*>,shouldBlockLocation ret:<*>.,shouldBlockLocation <*> ret:<*>,shouldBlockLocation ret:<*>,shouldBlockLocation ret:<*>,shouldBlockLocation <*>
66,03-17,16:13:41.480,1702,27357,D,PowerManagerService,"release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock={number}, flg=0x{number}, tag={string}, name={string}, ws={string}, uid={number}, pid={number}",149,36,"release:lock={int}, flg={int}, tag=""{string}"", name=""{string}"", ws={string}, uid={int}, pid={int}",155,33,"release:lock={int}, flg={int}, tag={str}, name={str}, ws={str}, uid={int}, pid={int}",154,33,"release:lock={number}, flg={number}, tag=""{string}"", name=""{string}"", ws={string}, uid={number}, pid={number}",155,33,"release:lock={int}, flg=0x{hex}, tag=""{string}"", name=""{string}"", ws={object}, uid={int}, pid={int}",154,47,"release:lock={int}, flg={int}, tag=""{string}"", name=""{string}"", ws={object}, uid={int}, pid={int}",154,44,"release:lock=<*>, flg=<*>, tag=<*>, name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=<*>, name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>"
