LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
69,2015-07-29,"19:21:53,412",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
70,2015-07-29,"19:21:53,414",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
71,2015-07-29,"19:21:56,644",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
72,2015-07-29,"19:21:56,756",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
73,2015-07-29,"19:21:59,997",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
74,2015-07-29,"19:22:03,324",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:48141,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.12:48141' is 'Error connecting to {ip}:{port}'
The template of 'Error connecting to 10.10.34.12:48141' is 'Error connecting to {ip}:{port}'","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to <*>' is 'Error connecting to <*>' The
75,2015-07-29,"19:22:03,337",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
76,2015-07-29,"19:22:03,439",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
77,2015-07-29,"19:22:10,020",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
78,2015-07-29,"19:22:13,256",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
79,2015-07-29,"19:22:13,257",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
80,2015-07-29,"19:22:16,799",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
81,2015-07-29,"19:22:20,143",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:58421,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:58421,"Received connection request from {ip}:{port}'
The template of 'Error connecting to server' is 'Error connecting to server",Received connection request from <*>,of 'Error connecting to server' is 'Error connecting to server
82,2015-07-29,"19:22:23,289",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
83,2015-07-29,"19:22:23,378",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
84,2015-07-29,"19:22:23,379",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
85,2015-07-29,"19:22:26,617",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46128,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.11:46128,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:46128' is 'Error connecting to {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:46128' is 'Error connecting to {ip}:{port}'",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
86,2015-07-29,"19:22:26,618",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
87,2015-07-29,"19:22:26,634",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
88,2015-07-29,"19:22:26,734",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
89,2015-07-29,"19:22:26,829",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
90,2015-07-29,"19:22:26,830",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:58452,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:58452,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused'
is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout'
is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error'
is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason:
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
91,2015-07-29,"19:22:29,975",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
92,2015-07-29,"19:22:33,313",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
93,2015-07-29,"19:22:33,513",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
94,2015-07-29,"19:22:36,642",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
95,2015-07-29,"19:22:36,659",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46173,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}'
""Received connection request from /{ip}""","Received connection request from {ip}:{port}'
The template of 'Failed to authenticate user' is 'Failed to authenticate user'
The template of 'User logged in' is 'User logged in'
The template of 'User logged out' is 'User logged out'
The template of 'Invalid input provided' is 'Invalid input provided'
The template of 'Database connection error' is 'Database connection error'
The template of 'File not found'
The template of 'Invalid syntax'
The template of 'Disk full'
The template of 'Invalid credentials'
The template of 'Permission denied'
The template of 'Invalid certificate'
The template of 'Invalid hostname'
The template of 'Invalid username'
The template of 'Invalid password'
The template of 'Invalid phone number'
The template of 'Invalid email
The template of 'Invalid zip code'
The template of 'Invalid credit card number'
The template of 'Invalid expiration date'
The template of 'Invalid","Received connection request from <*>' ""Received connection request from <*>",of 'Failed to authenticate user' is 'Failed to authenticate user' The
