LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
39,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_4 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",82,10,"Partition rdd_2_{partition_number} not found, computing it",84,18,"Partition {partition} not found, computing it",83,11,"Partition {partition} not found, computing it",84,11,"Partition {partition} not found, computing it",82,12,Computing partition {partition} for {rddName},82,13,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it",Computing partition <*> for <*>
40,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,E12,Input split: <*>,Input split: hdfs://{host}:{port}/{path}:{start}+{length},117,23,Input split: hdfs://{host}:{port}/{path}/{offset}+{length},118,22,Input split: {input_split},117,9,Input split: hdfs://{ip}:{port}/{path}:{start}+{length},118,22,Input split: hdfs://{hostname}/{path}:{start}+{end},116,19,Input split: {inputSplit}:{inputPath}:{lineNumber}+{lineNumberOffset},116,21,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>/<*>+<*>,Input split: <*>,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>+<*>,Input split: <*>+<*>
41,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,E12,Input split: <*>,Input split: {input_split},117,9,Input split: hdfs://{host}:{port}/{path}/{offset}+{length},118,22,Input split: hdfs://{ip}:{port}/{path}:{start_line},117,21,Input split: hdfs://{ip}:{port}/{path}:{start}+{length},118,22,Input split: {input_split},116,9,Input split: hdfs://{host}/path/to/{filename}:{start_offset}+{split_size},116,26,Input split: <*>,Input split: hdfs://<*>/<*>/<*>+<*>,Input split: hdfs://<*>/<*>,Input split: hdfs://<*>/<*>+<*>,Input split: <*>,Input split: hdfs://<*>/path/to/<*>+<*>
42,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,E12,Input split: <*>,Input split: hdfs://{host}:{port}/{path}:{start}+{end},113,23,Input split: {source}:{path}:{offset}+{length},114,16,"Input split: hdfs://{hostname}:{port}/{path}:{start_offset}+{end_offset}' where {hostname} = '10.10.34.11', {port} = '9000', {path} = 'pjhe/logs/2kSOSP.log', {start_offset} = '0', and {end_offset} = '7292",113,94,Input split: hdfs://{host}:{port}/{path}:{start}+{length},114,22,Input split: hdfs://{hdfs_address}/{path}:{start}+{length},112,21,Input split: hdfs://{hdfs_host}:{hdfs_port}/{input_path}:{start_pos}+{split_size},112,33,Input split: hdfs://<*>/<*>+<*>,Input split: <*>+<*>,"Input split: hdfs://<*>/<*>+<*>' where <*> = '<*>', <*> = '<*>', <*> = 'pjhe/logs/2kSOSP.log', <*> = '<*>', and <*> = '<*>",Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>+<*>
43,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,E12,Input split: <*>,Input split: hdfs://{host}:{port}/{path}:{start}+{end},116,23,Input split: hdfs://{host}:{port}/{path}{offset},117,18,Input split: {input_split},116,9,Input split: hdfs://{host}:{port}/{path}:{start}+{length},117,22,Input split: {hdfs_path}:{start_position}+{end_position},115,20,Input split: hdfs://{hdfs_url}/{input_path}:{start_pos}+{end_pos},115,27,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>,Input split: <*>,Input split: hdfs://<*>/<*>+<*>,Input split: <*>+<*>,Input split: hdfs://<*>/<*>+<*>
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,E12,Input split: <*>,Input split: hdfs://{host}:{port}/{path}:{start}+{length},117,23,Input split: hdfs://{host}:{port}/{path}{offset},118,18,Input split: {host}:{port}/{path}:{line}:{column},117,19,Input split: hdfs://{ip}:{port}/{path}:{start}+{length},118,22,Input split: {hdfs_path}:{start}+{end},116,16,Input split: hdfs://{hdfs_host}:{hdfs_port}/{dataset}/:{offset}+{length},116,28,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>,Input split: <*>/<*>,Input split: hdfs://<*>/<*>+<*>,Input split: <*>+<*>,Input split: hdfs://<*>/<*>/:<*>+<*>
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,E29,Started reading broadcast variable <*>,Started reading broadcast variable {variable},77,9,Started reading broadcast variable {variable},78,9,Started reading broadcast variable {variable},77,9,Started reading broadcast variable {variable},78,9,Started reading broadcast variable {variable},76,9,Started reading broadcast variable {variable},76,9,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_{variable}_piece0 stored as bytes in memory (estimated size {size}, free {free})",102,24,"Block broadcast_8_piece0 stored as bytes in memory (estimated size {size}, free {free})",105,26,"Block {block_id} stored as bytes in memory (estimated size {size} KB, free {free_size} KB)",104,32,"Block {block} stored as bytes in memory (estimated size {size} KB, free {free} KB)",105,28,"Block broadcast_{variable}_piece{index} stored as bytes in memory (estimated size {size}, free {free} KB)",99,29,"Block broadcast_8_piece{index}_piece{index}_piece{index} stored as bytes in memory (estimated size {size}, free {free})",99,36,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_8_piece0 stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable {variable} took {time} ms,81,13,Reading broadcast variable {variable} took {time_taken} ms,82,16,Reading broadcast variable {variable} took {time} ms,81,13,Reading broadcast variable {variable} took {time} ms,82,13,Reading broadcast variable {variable} took {time} ms,80,14,Reading broadcast variable {variable} took {timeInMs} ms,80,16,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_{variable} stored as values in memory (estimated size {size}, free {free})",101,22,"Block broadcast_8 stored as values in memory (estimated size {size}, free {free})",103,22,"Block {block} stored as values in memory (estimated size {size} KB, free {free} KB)",102,28,"Block broadcast_{id} stored as values in memory (estimated size {size}.{unit}, free {free}.{unit})",103,29,"Block broadcast_{variable} stored as values in memory (estimated size {size} KB, free {free} KB)",98,26,"Block broadcast_{variable} stored as values in memory (estimated size {size}, free {free})",98,24,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_8 stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",E17,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id","mapred.tip.id is deprecated. Instead, use {new_variable}",89,19,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",89,19,"mapreduce.task.id is deprecated. Instead, use {id}",88,16,"mapred.tip.id is deprecated. Instead, use {key}.{value}",89,19,"{deprecated} is deprecated. Instead, use {new_name}",87,16,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id: {mapreduce.task.id}",87,28,"mapred.tip.id is deprecated. Instead, use <*>","mapred.tip.id is deprecated. Instead, use mapreduce.task.id","mapreduce.task.id is deprecated. Instead, use <*>","mapred.tip.id is deprecated. Instead, use <*>","<*> is deprecated. Instead, use <*>","mapred.tip.id is deprecated. Instead, use mapreduce.task.id: <*>"
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",E14,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id","mapred.task.id is deprecated. Instead, use {new_id}",92,19,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",92,22,"mapred.task.id is deprecated. Instead, use {new_variable}",91,18,"mapred.task.id is deprecated. Instead, use {key}.{value}",92,19,"{warning}. Use {replacement} instead.'
""""""

from typing import List, Dict
import re

# Template: 'Started reading broadcast variable {variable}'
STARTED_READING_BROADCAST_VARIABLE = r""^(?P<prefix>Started reading broadcast variable )(?P<variable>\d+)$""

# Template: '{warning}. Use {replacement} instead.'
WARNING_USE_REPLACEMENT = r""^(?P<warning>[a-zA-Z0-9\s\.]+). Use (?P<replacement>[a-zA-Z0-9\s\.]+) instead$""

def extract_dynamic_variables(log_message: str) -> List[Dict]:
    """"""Extract dynamic variables from log messages.

    Args:
        log_message (str): Log message to be analyzed.

    Returns:
        List[Dict]: A list of dynamic variables in the log message.
    """"""
    dynamic_variables = []
    for regexp, pattern in",90,256,{old_key} has been replaced by {new_key},90,15,"mapred.task.id is deprecated. Instead, use <*>","mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id","mapred.task.id is deprecated. Instead, use <*>","mapred.task.id is deprecated. Instead, use <*>","<*>. Use <*> instead.' """""" from typing import List, Dict import re # Template: 'Started reading broadcast variable <*>' STARTED_READING_BROADCAST_VARIABLE = r""^(?P<prefix>Started reading broadcast variable )(?P<variable>\d+)$"" # Template: '<*>. Use <*> instead.' WARNING_USE_REPLACEMENT = r""^(?P<warning>[a-zA-Z0-9\s\.]+). Use (?P<replacement>[a-zA-Z0-9\s\.]+) instead$"" def extract_dynamic_variables(log_message: str) -> List[Dict]: """"""Extract dynamic variables from log messages. Args: log_message (str): Log message to be analyzed. Returns: List[Dict]: A list of dynamic variables in the log message. """""" dynamic_variables = [] for regexp, pattern in",<*> has been replaced by <*>
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",E15,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap","mapred.task.is.map is deprecated. Instead, use {new_variable}",92,21,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",92,22,"mapreduce.task.ismap is deprecated. Instead, use mapred.task.ismap",91,21,"mapred.task.is.{type} is deprecated. Instead, use mapreduce.task.is{type}",92,26,"{message} is deprecated. Instead, use {new_message}",90,15,{old_key}: {new_key},90,11,"mapred.task.is.map is deprecated. Instead, use <*>","mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap","mapreduce.task.ismap is deprecated. Instead, use mapred.task.ismap","mapred.task.is.<*> is deprecated. Instead, use mapreduce.task.<*>","<*> is deprecated. Instead, use <*>",<*>: <*>
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",E13,"mapred.job.id is deprecated. Instead, use mapreduce.job.id","mapred.job.id is deprecated. Instead, use {new_property}",89,19,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",89,19,"mapred.job.id is deprecated. Instead, use {replacement}",88,17,"mapred.job.id is deprecated. Instead, use {deprecated_key}.{new_key}",89,25,"{message}.'

""""""
import re
from pprint import pprint

# Complete the extractMessage function below.
def extractMessage(log):
    log_list = log.split('\n')
    template_list = []
    for i in range(len(log_list)):
        if 'is deprecated' in log_list[i]:
            template_list.append('{}.",87,97,{mapreduce.job.id},87,9,"mapred.job.id is deprecated. Instead, use <*>","mapred.job.id is deprecated. Instead, use mapreduce.job.id","mapred.job.id is deprecated. Instead, use <*>","mapred.job.id is deprecated. Instead, use <*>","<*>.' """""" import re from pprint import pprint # Complete the extractMessage function below. def extractMessage(log): log_list = log.split('\n') template_list = [] for i in range(len(log_list)): if 'is deprecated' in log_list[i]: template_list.append('<*>.",<*>
