LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
29,03-17,16:13:39.011,1702,2639,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261843648, event=0, flags=0x1, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",114,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={hex}, uid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
30,03-17,16:13:39.011,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
31,03-17,16:13:39.069,1702,1815,I,WindowManager,"orientation change is complete, call stopFreezingDisplayLocked",E96,"orientation change is complete, call stopFreezingDisplayLocked",99,"orientation change is complete, call stopFreezingDisplayLocked'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","orientation change is complete, call stopFreezingDisplayLocked","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","orientation change is complete, call stopFreezingDisplayLocked"
32,03-17,16:13:39.070,1702,1815,I,WindowManager,Screen frozen for +1s0ms due to Window{ca98d5 u0 com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity},E118,Screen frozen for <*> due to Window{<*> u0 <*>},129,"Screen frozen for {number}s0ms due to Window{placeholder}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","Screen frozen for +{time}s0ms due to Window{activity}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19
```
updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0

```","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>  updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>"
33,03-17,16:13:39.070,1702,1815,D,WindowManager,startAnimation begin,E143,startAnimation begin,92,startAnimation,"startAnimation begin'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",startAnimation,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
34,03-17,16:13:39.079,1702,1815,D,WindowManager,startAnimation end,E144,startAnimation end,92,startAnimation end,startAnimation {action} end,startAnimation end,startAnimation <*> end
35,03-17,16:13:39.080,1702,1815,D,PowerManagerService,"release:lock=226887582, flg=0x0, tag=""SCREEN_FROZEN"", name=android"", ws=null, uid=1000, pid=1702",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",129,"release:lock={int}, flg={int}, tag={string}, name={string}, ws={string}, uid={int}, pid={int}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","release:lock={number}, flg={hex}, tag={string}, name={string}, ws={object}, uid={number}, pid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
36,03-17,16:13:39.080,1702,1815,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
37,03-17,16:13:39.095,1702,8671,I,AlarmManager,remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,E110,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,123,remove(PendingIntent{placeholder}) changed bounds; rebatching,remove(PendingIntent{placeholder}) changed bounds; rebatching,remove(<*>) changed bounds; rebatching,remove(<*>) changed bounds; rebatching
38,03-17,16:13:39.207,1702,1815,I,WindowManager,"rotationForOrientationLw(orient=1, last=0); user=0 USER_ROTATION_LOCKED",E114,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED",113,"rotationForOrientationLw(orient={number}, last={bool}, user={number})","rotationForOrientationLw(orient={number}, last={number}); user={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","rotationForOrientationLw(orient=<*>, last=<*>, user=<*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
39,03-17,16:13:39.207,1702,1815,I,WindowManager,"Application requested orientation 1, got rotation 0 which has compatible metrics",E22,"Application requested orientation <*>, got rotation <*> which has compatible metrics",102,"Application requested orientation 1, got rotation 0 which has compatible metrics","Application requested orientation {orientation}, got rotation {rotation} which has compatible metrics","Application requested orientation <*>, got rotation <*> which has compatible metrics","Application requested orientation <*>, got rotation <*> which has compatible metrics"
40,03-17,16:13:40.142,1702,2618,D,PowerManagerService,"acquire lock=166121161, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",130,"acquire lock={int}, flags={int}, tag={string}, name={string}, ws={null}, uid={int}, pid={int}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","acquire lock={number}, flags={hex}, tag={string}, name={string}, ws={null}, uid={number}, pid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
41,03-17,16:13:40.143,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
42,03-17,16:13:40.146,1702,2555,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
43,03-17,16:13:40.147,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
44,03-17,16:13:40.148,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
45,03-17,16:13:40.150,1702,2556,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
46,03-17,16:13:40.190,1702,2250,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={number}, wakefulness={number}, wksummary={number}, uasummary={number}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={number}, auto={number}, adj={number}, userId={number}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
