LineId,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
40,20171223-22:15:32:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
41,20171223-22:15:32:163,Step_StandReportReceiver,30002312,REPORT : 7012 5006 150197 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
42,20171223-22:15:32:340,Step_LSC,30002312,onStandStepChanged 3585,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
43,20171223-22:15:32:354,Step_LSC,30002312,onExtend:1514038533000 1 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,{string} : {string} : {string} : {string},116,16,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,<*> : <*> : <*> : <*>
44,20171223-22:15:32:647,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {string} {string} {string} {string},149,22,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{string} = {string} {string} {string} {string} {string} {string},146,23,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> = <*> <*> <*> <*> <*> <*>
45,20171223-22:15:32:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps= {long} {int} {int} {int} {int} {int},149,28,setTodayTotalDetailSteps={string},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{int}##{int}##{int}##{int}##{int}##{int},145,24,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*>#<*><*><*><*>#<*>
46,20171223-22:15:32:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126904,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache {int} {int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories={long},108,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache <*> <*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>
47,20171223-22:15:32:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
48,20171223-22:15:32:659,Step_StandReportReceiver,30002312,REPORT : 7013 5007 150218 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
49,20171223-22:15:32:840,Step_LSC,30002312,onStandStepChanged 3586,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
50,20171223-22:15:32:846,Step_LSC,30002312,onExtend:1514038533000 1 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,{string} : {string} : {string} : {string},116,16,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,<*> : <*> : <*> : <*>
51,20171223-22:15:33:144,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps : {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {string} {string} {string} {string} {string},149,25,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{int} {int} {int} {int} {int} {int},146,19,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
52,20171223-22:15:33:144,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps= {int} {int} {int} {int} {int},149,25,setTodayTotalDetailSteps= {int} {int} {int} {int} {int} {int},148,28,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{string} {string} {string} {string} {string} {string},145,19,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
53,20171223-22:15:33:148,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126925,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{methodName}({param})={result},108,11,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*>(<*>)=<*>,calculateCaloriesWithCache totalCalories=<*>
54,20171223-22:15:33:149,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
55,20171223-22:15:33:149,Step_StandReportReceiver,30002312,REPORT : 7014 5007 150239 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
56,20171223-22:15:33:341,Step_LSC,30002312,onStandStepChanged 3587,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
57,20171223-22:15:33:370,Step_LSC,30002312,onExtend:1514038534000 1 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{long} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,{string} {string} {string} {string},116,13,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,<*> <*> <*> <*>
58,20171223-22:15:33:643,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps : {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {string} {int} {int} {int} {int} {int},149,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,getTodayTotalDetailSteps = {date}##{int}##{int}##{int}##{int}##{int},146,31,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
59,20171223-22:15:33:644,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps= {int} {int} {int} {int} {int} {int},149,28,setTodayTotalDetailSteps={str},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,setTodayTotalDetailSteps={int} {int} {int} {int} {int} {int},145,25,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*> <*> <*>
60,20171223-22:15:33:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126947,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{methodName} {int},108,8,{int} totalCalories={int},108,10,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> <*>,<*> totalCalories=<*>
61,20171223-22:15:33:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
62,20171223-22:15:33:663,Step_StandReportReceiver,30002312,REPORT : 7015 5008 150261 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
63,20171223-22:15:34:711,Step_LSC,30002312,onStandStepChanged 3588,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
64,20171223-22:15:34:723,Step_LSC,30002312,onExtend:1514038535000 1 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{long} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{long} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
65,20171223-22:15:34:723,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: {string},109,9,onReceive action: {string},110,8,onReceive action: {string},109,8,onReceive action: {string},110,8,onReceive action: {string},109,9,onReceive action: {string},109,9,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>
66,20171223-22:15:34:848,Step_LSC,30002312,onStandStepChanged 3589,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
67,20171223-22:15:34:851,Step_LSC,30002312,onExtend:1514038535000 1 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{long} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{long} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
68,20171223-22:15:35:11,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,getTodayTotalDetailSteps = {long} {long} {long} {long} {long} {long},146,26,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>
69,20171223-22:15:35:12,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps= {long} {int} {int} {int} {int},149,25,setTodayTotalDetailSteps={str},148,12,setTodayTotalDetailSteps={int}##{int}##{int}##{int}##{int}##{int},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,setTodayTotalDetailSteps={int} {int} {int} {int} {int} {int},145,25,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*> <*> <*>
70,20171223-22:15:35:20,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},108,12,{int} totalCalories={int},108,10,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> totalCalories=<*>
71,20171223-22:15:35:22,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
