LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
115,Dec,10,07:28:49,LabSZ,24285,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
116,Dec,10,07:28:51,LabSZ,24285,Failed password for root from 112.95.230.3 port 53584 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} {protocol},116,18,Failed password for {user} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user} from {source} port {port} ssh2,112,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
117,Dec,10,07:28:51,LabSZ,24285,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
118,Dec,10,07:32:24,LabSZ,24287,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user}'

The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=0 euid=0 ruser= rhost=123.235.32.19  user=root' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid={gid} euid={euid} ruser= rhost={rhost}  user={user}'

The template of 'Connection closed by 123.235.32.19 [preauth]' is 'Connection closed by {rhost} [preauth]'

The template of 'Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]' is 'Received disconnect from {rhost}: 11: Bye Bye [preauth]",138,256,Authentication failed for {user} on {host},141,11,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user={user},140,53,pam_unix(sshd:{service}): {action}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},141,53,pam_unix({service}({module}):{event}): {message},137,20,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},137,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>' The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' The template of 'Connection closed by <*> [preauth]' is 'Connection closed by <*> [preauth]' The template of 'Received disconnect from <*>: <*>: Bye Bye [preauth]' is 'Received disconnect from <*>: <*>: Bye Bye [preauth],Authentication failed for <*> on <*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
119,Dec,10,07:32:27,LabSZ,24287,Failed password for root from 123.235.32.19 port 40652 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {username} from {ip_address}:{port} ssh2,118,18,Failed password for {user} from {ip} port {port} ssh2,117,17,Failed password for {user} from {ip_address} port {port} ssh2,118,19,Failed password for {user} from {client_ip} port {port} ssh2,113,20,Failed password for {user}@{hostname} [{method}] from {src_ip}:{src_port} port {dst_port} ssh2,113,36,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> [<*>] from <*> port <*> ssh2
120,Dec,10,07:32:27,LabSZ,24287,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],116,20,Received disconnect from {ip}: {reason} [preauth],121,15,Received disconnect from {ip}: {port}: {reason} [preauth],120,18,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {code}: {message} [preauth],116,19,Received disconnect from {host}: {reason} [{reason}],116,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
121,Dec,10,07:32:27,LabSZ,24289,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user}'

The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=0 euid=0 ruser= rhost=123.235.32.19  user=root' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid={gid} euid={euid} ruser= rhost={rhost}  user={user}'

The template of 'Connection closed by 123.235.32.19 [preauth]' is 'Connection closed by {rhost} [preauth]'

The template of 'Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]' is 'Received disconnect from {rhost}: 11: Bye Bye [preauth]",138,256,Authentication failed for {user} on {host},141,11,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user={user},140,53,pam_unix(sshd:{service}): {action}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},141,53,pam_unix({service}({module}):{event}): {message},137,20,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},137,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>' The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' The template of 'Connection closed by <*> [preauth]' is 'Connection closed by <*> [preauth]' The template of 'Received disconnect from <*>: <*>: Bye Bye [preauth]' is 'Received disconnect from <*>: <*>: Bye Bye [preauth],Authentication failed for <*> on <*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
122,Dec,10,07:32:29,LabSZ,24289,Failed password for root from 123.235.32.19 port 49720 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {username} from {ip} port {port} ssh{version},118,19,Failed password for {user} from {ip} port {port} ssh2,117,17,Failed password for {user} from {ip_address} port {port} ssh2,118,19,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {user}@{hostname} from {ipaddr} port {port} ssh2,113,24,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> from <*> port <*> ssh2
123,Dec,10,07:32:29,LabSZ,24289,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],116,20,Received disconnect from {ip}: {reason} [preauth],121,15,Received disconnect from {ip}: {port}: {reason} [preauth],120,18,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {code}: {message} [preauth],116,19,Received disconnect from {host}: {reason} [{reason}],116,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
124,Dec,10,07:33:58,LabSZ,24291,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user}'

The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=0 euid=0 ruser= rhost=123.235.32.19  user=root' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid={gid} euid={euid} ruser= rhost={rhost}  user={user}'

The template of 'Connection closed by 123.235.32.19 [preauth]' is 'Connection closed by {rhost} [preauth]'

The template of 'Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]' is 'Received disconnect from {rhost}: 11: Bye Bye [preauth]",138,256,Authentication failed for {user} on {host},141,11,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user={user},140,53,pam_unix(sshd:{service}): {action}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},141,53,pam_unix({service}({module}):{event}): {message},137,20,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},137,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>' The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' The template of 'Connection closed by <*> [preauth]' is 'Connection closed by <*> [preauth]' The template of 'Received disconnect from <*>: <*>: Bye Bye [preauth]' is 'Received disconnect from <*>: <*>: Bye Bye [preauth],Authentication failed for <*> on <*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
125,Dec,10,07:34:00,LabSZ,24291,Failed password for root from 123.235.32.19 port 45568 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {username} from {ip_address}:{port} ssh2,118,18,Failed password for {user} from {ip} port {port} {protocol},117,18,Failed password for {user} from {ip_address} port {port} ssh2,118,19,Failed password for {user} from {client_ip} port {port} ssh2,113,20,Failed password for {user}@{hostname} from {ipaddr} port {port} ssh2,113,24,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> from <*> port <*> ssh2
126,Dec,10,07:34:00,LabSZ,24291,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],116,20,Received disconnect from {ip}: {reason} [preauth],121,15,Received disconnect from {ip}: {port}: {reason} [preauth],120,18,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {code}: {message} [preauth],116,19,Received disconnect from {host}: {reason} [{reason}],116,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
127,Dec,10,07:34:02,LabSZ,24293,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user}'

The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=0 euid=0 ruser= rhost=123.235.32.19  user=root' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid={gid} euid={euid} ruser= rhost={rhost}  user={user}'

The template of 'Connection closed by 123.235.32.19 [preauth]' is 'Connection closed by {rhost} [preauth]'

The template of 'Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]' is 'Received disconnect from {rhost}: 11: Bye Bye [preauth]",138,256,Authentication failed for {user} on {host},141,11,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user={user},140,53,pam_unix(sshd:{service}): {action}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},141,53,pam_unix({service}({module}):{event}): {message},137,20,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},137,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>' The template of 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' is 'pam_succeed_if(sshd:auth): requirement dot not set: gid=<*> euid=<*> ruser= rhost=<*> user=<*>' The template of 'Connection closed by <*> [preauth]' is 'Connection closed by <*> [preauth]' The template of 'Received disconnect from <*>: <*>: Bye Bye [preauth]' is 'Received disconnect from <*>: <*>: Bye Bye [preauth],Authentication failed for <*> on <*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
128,Dec,10,07:34:04,LabSZ,24293,Failed password for root from 123.235.32.19 port 48588 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {username} from {ip} port {port} ssh2,118,17,Failed password for {user} from {ip} port {port} {protocol},117,18,Failed password for {user} from {ip_address} port {port} ssh2,118,19,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {user}@[%h] from %p port %s ssh2,113,21,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h] from %p port %s ssh2
129,Dec,10,07:34:06,LabSZ,24293,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],116,20,Received disconnect from {ip}: {reason} [preauth],121,15,Received disconnect from {ip}: {port}: {reason} [preauth],120,18,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {code}: {message} [preauth],116,19,Received disconnect from {host}: {reason} [{reason}],116,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
