LineId,Time,Program,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
30,10.30 16:49:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1118 bytes (1.09 KB) sent, 340 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime <1 sec",175,40,"{host} close, {sent_size} sent, {received_size} received, lifetime <1 sec",176,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",175,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",176,40,"{host} close, {sent_size} ({sent_size_human}) sent, {received_size} received, lifetime {time}",170,31,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <1 sec","<*> close, <*> sent, <*> received, lifetime <1 sec","<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
31,10.30 16:49:10,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
32,10.30 16:49:10,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
33,10.30 16:49:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1143 bytes (1.11 KB) sent, 365 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, 365 bytes received, lifetime 00:01",178,42,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",179,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",178,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",179,40,"{host} close, {sent_size} ({sent_size_kb}) sent, {received_size} received, lifetime {time}",173,31,"{host}:{sent_size} sent, {received_size} received, lifetime {time}",173,22,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> bytes received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> received, lifetime <*>","<*> sent, <*> received, lifetime <*>"
34,10.30 16:49:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1093 bytes (1.06 KB) sent, 1006 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime 00:01",179,43,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",180,40,"Proxy closed, {sent_size} sent, {received_size} received, lifetime {time}",179,23,"{} close, {} sent, {} received, lifetime {}",180,12,"{host} close, {sent_size} ({sent_size_str}) sent, {received_size} received, lifetime {time}",174,31,"{host}:{sent_size} sent, {received_size} received, lifetime {time}",174,22,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","Proxy closed, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> received, lifetime <*>","<*> sent, <*> received, lifetime <*>"
35,10.30 16:49:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 428 bytes sent, 5365 bytes (5.23 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",175,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",176,40,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",175,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",176,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,24,"{<*>} close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
36,10.30 16:49:10,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
37,10.30 16:49:10,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
38,10.30 16:49:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",162,35,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",163,35,"{host} close, 0 bytes sent, 0 bytes received, lifetime <1 sec",162,20,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",163,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
39,10.30 16:49:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1268 bytes (1.23 KB) sent, 6274 bytes (6.12 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",184,40,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",185,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",184,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",185,40,"{host} close, {sent_size} ({size}) sent, {received_size} ({size}) received, lifetime {time}",178,30,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",178,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
40,10.30 16:49:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 845 bytes sent, 12076 bytes (11.7 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime <1 sec",176,40,"{host} close, {sent_size} sent, {received_size} received, lifetime <1 sec",177,25,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",176,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",177,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",171,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",171,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <1 sec","<*> close, <*> sent, <*> received, lifetime <1 sec","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
41,10.30 16:49:10,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
42,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
43,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
44,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
45,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
46,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
47,10.30 16:49:11,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 431 bytes sent, 7896 bytes (7.71 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",175,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",176,25,"{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",175,25,"{} close, {} sent, {} received, lifetime <{time}",176,15,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,24,"{<*>} close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","{<*>} close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
48,10.30 16:49:11,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 431 bytes sent, 9780 bytes (9.55 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",175,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",176,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",175,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",176,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,24,"{<*>} close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
49,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
50,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
51,10.30 16:49:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
52,10.30 16:49:12,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1590 bytes (1.55 KB) sent, 472 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime 00:01",178,43,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",179,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",178,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",179,25,"{host} close, {sent_size} ({sent_size_human}) sent, {received_size} ( {received_size_human}) received, lifetime {time}",173,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",173,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> ( <*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
